,daily change
2013-10-23,MEDPOS
2013-10-24,MEDPOS
2013-10-25,SMANEG
2013-10-26,SMANEG
2013-10-27,SMANEG
2013-10-28,MEDPOS
2013-10-29,MEDNEG
2013-10-30,MEDNEG
2013-10-31,MEDPOS
2013-11-01,SMAPOS
2013-11-02,SMAPOS
2013-11-03,SMAPOS
2013-11-04,SMANEG
2013-11-05,BIGPOS
2013-11-06,BIGNEG
2013-11-07,BIGPOS
2013-11-08,SMAPOS
2013-11-09,SMAPOS
2013-11-10,SMAPOS
2013-11-11,MEDNEG
2013-11-12,MEDPOS
2013-11-13,MEDPOS
2013-11-14,MEDPOS
2013-11-15,SMAPOS
2013-11-16,SMAPOS
2013-11-17,SMAPOS
2013-11-18,SMANEG
2013-11-19,MEDNEG
2013-11-20,MEDPOS
2013-11-21,MEDPOS
2013-11-22,SMAPOS
2013-11-23,SMAPOS
2013-11-24,SMAPOS
2013-11-25,SMAPOS
2013-11-26,SMAPOS
2013-11-27,SMANEG
2013-11-28,SMANEG
2013-11-29,MEDNEG
2013-11-30,MEDNEG
2013-12-01,MEDNEG
2013-12-02,MEDNEG
2013-12-03,SMANEG
2013-12-04,MEDNEG
2013-12-05,BIGPOS
2013-12-06,SMAPOS
2013-12-07,SMAPOS
2013-12-08,SMAPOS
2013-12-09,MEDNEG
2013-12-10,BIGNEG
2013-12-11,MEDNEG
2013-12-12,SMAPOS
2013-12-13,BIGPOS
2013-12-14,BIGPOS
2013-12-15,BIGPOS
2013-12-16,SMANEG
2013-12-17,BIGPOS
2013-12-18,SMAPOS
2013-12-19,MEDPOS
2013-12-20,MEDPOS
2013-12-21,MEDPOS
2013-12-22,MEDPOS
2013-12-23,MEDPOS
2013-12-24,MEDPOS
2013-12-25,MEDPOS
2013-12-26,SMANEG
2013-12-27,SMAPOS
2013-12-28,SMAPOS
2013-12-29,SMAPOS
2013-12-30,MEDPOS
2013-12-31,BIGNEG
2014-01-01,BIGNEG
2014-01-02,SMAPOS
2014-01-03,MEDNEG
2014-01-04,MEDNEG
2014-01-05,MEDNEG
2014-01-06,MEDPOS
2014-01-07,MEDNEG
2014-01-08,SMANEG
2014-01-09,SMANEG
2014-01-10,BIGNEG
2014-01-11,BIGNEG
2014-01-12,BIGNEG
2014-01-13,MEDPOS
2014-01-14,MEDPOS
2014-01-15,MEDNEG
2014-01-16,MEDPOS
2014-01-17,MEDNEG
2014-01-18,MEDNEG
2014-01-19,MEDNEG
2014-01-20,MEDNEG
2014-01-21,MEDNEG
2014-01-22,BIGNEG
2014-01-23,BIGNEG
2014-01-24,MEDNEG
2014-01-25,MEDNEG
2014-01-26,MEDNEG
2014-01-27,MEDPOS
2014-01-28,BIGNEG
2014-01-29,MEDPOS
2014-01-30,BIGNEG
2014-01-31,BIGNEG
2014-02-01,BIGNEG
2014-02-02,BIGNEG
2014-02-03,MEDPOS
2014-02-04,SMANEG
2014-02-05,BIGPOS
2014-02-06,BIGPOS
2014-02-07,SMAPOS
2014-02-08,SMAPOS
2014-02-09,SMAPOS
2014-02-10,BIGPOS
2014-02-11,MEDNEG
2014-02-12,MEDPOS
2014-02-13,BIGPOS
2014-02-14,SMANEG
2014-02-15,SMANEG
2014-02-16,SMANEG
2014-02-17,SMANEG
2014-02-18,MEDNEG
2014-02-19,MEDPOS
2014-02-20,MEDNEG
2014-02-21,MEDPOS
2014-02-22,MEDPOS
2014-02-23,MEDPOS
2014-02-24,MEDNEG
2014-02-25,SMAPOS
2014-02-26,MEDPOS
2014-02-27,MEDPOS
2014-02-28,BIGNEG
2014-03-01,BIGNEG
2014-03-02,BIGNEG
2014-03-03,BIGPOS
2014-03-04,MEDNEG
2014-03-05,MEDPOS
2014-03-06,MEDPOS
2014-03-07,MEDNEG
2014-03-08,MEDNEG
2014-03-09,MEDNEG
2014-03-10,MEDNEG
2014-03-11,SMANEG
2014-03-12,BIGNEG
2014-03-13,MEDNEG
2014-03-14,BIGPOS
2014-03-15,BIGPOS
2014-03-16,BIGPOS
2014-03-17,MEDPOS
2014-03-18,MEDNEG
2014-03-19,MEDPOS
2014-03-20,MEDNEG
2014-03-21,SMANEG
2014-03-22,SMANEG
2014-03-23,SMANEG
2014-03-24,MEDPOS
2014-03-25,MEDNEG
2014-03-26,SMANEG
2014-03-27,MEDPOS
2014-03-28,BIGPOS
2014-03-29,BIGPOS
2014-03-30,BIGPOS
2014-03-31,MEDPOS
2014-04-01,MEDPOS
2014-04-02,SMANEG
2014-04-03,BIGNEG
2014-04-04,BIGNEG
2014-04-05,BIGNEG
2014-04-06,BIGNEG
2014-04-07,SMAPOS
2014-04-08,BIGPOS
2014-04-09,BIGNEG
2014-04-10,BIGNEG
2014-04-11,BIGPOS
2014-04-12,BIGPOS
2014-04-13,BIGPOS
2014-04-14,MEDPOS
2014-04-15,BIGPOS
2014-04-16,SMANEG
2014-04-17,MEDPOS
2014-04-18,MEDPOS
2014-04-19,MEDPOS
2014-04-20,MEDPOS
2014-04-21,MEDPOS
2014-04-22,SMANEG
2014-04-23,SMANEG
2014-04-24,BIGNEG
2014-04-25,MEDPOS
2014-04-26,MEDPOS
2014-04-27,MEDPOS
2014-04-28,MEDPOS
2014-04-29,MEDPOS
2014-04-30,SMANEG
2014-05-01,MEDNEG
2014-05-02,SMAPOS
2014-05-03,SMAPOS
2014-05-04,SMAPOS
2014-05-05,BIGNEG
2014-05-06,MEDPOS
2014-05-07,MEDPOS
2014-05-08,MEDPOS
2014-05-09,MEDPOS
2014-05-10,MEDPOS
2014-05-11,MEDPOS
2014-05-12,SMAPOS
2014-05-13,MEDNEG
2014-05-14,BIGNEG
2014-05-15,MEDPOS
2014-05-16,SMAPOS
2014-05-17,SMAPOS
2014-05-18,SMAPOS
2014-05-19,BIGNEG
2014-05-20,BIGPOS
2014-05-21,SMAPOS
2014-05-22,MEDPOS
2014-05-23,MEDPOS
2014-05-24,MEDPOS
2014-05-25,MEDPOS
2014-05-26,MEDPOS
2014-05-27,MEDNEG
2014-05-28,MEDPOS
2014-05-29,SMAPOS
2014-05-30,SMAPOS
2014-05-31,SMAPOS
2014-06-01,SMAPOS
2014-06-02,SMANEG
2014-06-03,SMAPOS
2014-06-04,MEDPOS
2014-06-05,MEDPOS
2014-06-06,SMAPOS
2014-06-07,SMAPOS
2014-06-08,SMAPOS
2014-06-09,SMAPOS
2014-06-10,MEDNEG
2014-06-11,MEDNEG
2014-06-12,MEDPOS
2014-06-13,SMAPOS
2014-06-14,SMAPOS
2014-06-15,SMAPOS
2014-06-16,SMAPOS
2014-06-17,MEDPOS
2014-06-18,SMAPOS
2014-06-19,SMAPOS
2014-06-20,SMANEG
2014-06-21,SMANEG
2014-06-22,SMANEG
2014-06-23,MEDNEG
2014-06-24,MEDPOS
2014-06-25,SMANEG
2014-06-26,SMAPOS
2014-06-27,SMANEG
2014-06-28,SMANEG
2014-06-29,SMANEG
2014-06-30,BIGPOS
2014-07-01,SMAPOS
2014-07-02,MEDPOS
2014-07-03,MEDNEG
2014-07-04,MEDNEG
2014-07-05,MEDNEG
2014-07-06,MEDNEG
2014-07-07,MEDNEG
2014-07-08,MEDPOS
2014-07-09,MEDNEG
2014-07-10,SMAPOS
2014-07-11,MEDPOS
2014-07-12,MEDPOS
2014-07-13,MEDPOS
2014-07-14,SMAPOS
2014-07-15,MEDPOS
2014-07-16,BIGNEG
2014-07-17,BIGPOS
2014-07-18,MEDNEG
2014-07-19,MEDNEG
2014-07-20,MEDNEG
2014-07-21,MEDPOS
2014-07-22,MEDNEG
2014-07-23,SMANEG
2014-07-24,MEDNEG
2014-07-25,SMAPOS
2014-07-26,SMAPOS
2014-07-27,SMAPOS
2014-07-28,MEDNEG
2014-07-29,MEDNEG
2014-07-30,BIGNEG
2014-07-31,MEDNEG
2014-08-01,MEDPOS
2014-08-02,MEDPOS
2014-08-03,MEDPOS
2014-08-04,BIGNEG
2014-08-05,SMAPOS
2014-08-06,MEDNEG
2014-08-07,BIGPOS
2014-08-08,SMAPOS
2014-08-09,SMAPOS
2014-08-10,SMAPOS
2014-08-11,SMANEG
2014-08-12,MEDPOS
2014-08-13,MEDPOS
2014-08-14,MEDNEG
2014-08-15,BIGPOS
2014-08-16,BIGPOS
2014-08-17,BIGPOS
2014-08-18,MEDPOS
2014-08-19,MEDPOS
2014-08-20,MEDPOS
2014-08-21,MEDNEG
2014-08-22,MEDPOS
2014-08-23,MEDPOS
2014-08-24,MEDPOS
2014-08-25,MEDPOS
2014-08-26,SMAPOS
2014-08-27,MEDNEG
2014-08-28,SMAPOS
2014-08-29,MEDNEG
2014-08-30,MEDNEG
2014-08-31,MEDNEG
2014-09-01,MEDNEG
2014-09-02,SMAPOS
2014-09-03,SMANEG
2014-09-04,MEDPOS
2014-09-05,SMANEG
2014-09-06,SMANEG
2014-09-07,SMANEG
2014-09-08,MEDNEG
2014-09-09,MEDPOS
2014-09-10,SMANEG
2014-09-11,MEDNEG
2014-09-12,MEDPOS
2014-09-13,MEDPOS
2014-09-14,MEDPOS
2014-09-15,MEDPOS
2014-09-16,SMAPOS
2014-09-17,MEDPOS
2014-09-18,SMAPOS
2014-09-19,MEDNEG
2014-09-20,MEDNEG
2014-09-21,MEDNEG
2014-09-22,MEDNEG
2014-09-23,BIGPOS
2014-09-24,BIGNEG
2014-09-25,BIGPOS
2014-09-26,MEDNEG
2014-09-27,MEDNEG
2014-09-28,MEDNEG
2014-09-29,MEDNEG
2014-09-30,BIGNEG
2014-10-01,SMANEG
2014-10-02,BIGPOS
2014-10-03,SMANEG
2014-10-04,SMANEG
2014-10-05,SMANEG
2014-10-06,BIGNEG
2014-10-07,BIGPOS
2014-10-08,BIGNEG
2014-10-09,MEDNEG
2014-10-10,BIGNEG
2014-10-11,BIGNEG
2014-10-12,BIGNEG
2014-10-13,SMANEG
2014-10-14,BIGNEG
2014-10-15,SMANEG
2014-10-16,BIGPOS
2014-10-17,SMAPOS
2014-10-18,SMAPOS
2014-10-19,SMAPOS
2014-10-20,BIGPOS
2014-10-21,BIGNEG
2014-10-22,BIGPOS
2014-10-23,BIGPOS
2014-10-24,SMAPOS
2014-10-25,SMAPOS
2014-10-26,SMAPOS
2014-10-27,BIGPOS
2014-10-28,MEDNEG
2014-10-29,BIGPOS
2014-10-30,BIGPOS
2014-10-31,SMANEG
2014-11-01,SMANEG
2014-11-02,SMANEG
2014-11-03,SMAPOS
2014-11-04,MEDPOS
2014-11-05,MEDPOS
2014-11-06,SMAPOS
2014-11-07,MEDPOS
2014-11-08,MEDPOS
2014-11-09,MEDPOS
2014-11-10,SMAPOS
2014-11-11,SMANEG
2014-11-12,MEDPOS
2014-11-13,SMANEG
2014-11-14,SMAPOS
2014-11-15,SMAPOS
2014-11-16,SMAPOS
2014-11-17,MEDPOS
2014-11-18,SMANEG
2014-11-19,MEDPOS
2014-11-20,MEDPOS
2014-11-21,SMAPOS
2014-11-22,SMAPOS
2014-11-23,SMAPOS
2014-11-24,SMANEG
2014-11-25,SMAPOS
2014-11-26,SMAPOS
2014-11-27,SMAPOS
2014-11-28,MEDNEG
2014-11-29,MEDNEG
2014-11-30,MEDNEG
2014-12-01,MEDPOS
2014-12-02,MEDPOS
2014-12-03,SMANEG
2014-12-04,MEDPOS
2014-12-05,MEDNEG
2014-12-06,MEDNEG
2014-12-07,MEDNEG
2014-12-08,MEDNEG
2014-12-09,BIGNEG
2014-12-10,MEDPOS
2014-12-11,BIGNEG
2014-12-12,MEDNEG
2014-12-13,MEDNEG
2014-12-14,MEDNEG
2014-12-15,MEDNEG
2014-12-16,BIGPOS
2014-12-17,BIGPOS
2014-12-18,SMAPOS
2014-12-19,BIGPOS
2014-12-20,BIGPOS
2014-12-21,BIGPOS
2014-12-22,MEDPOS
2014-12-23,SMAPOS
2014-12-24,SMAPOS
2014-12-25,SMAPOS
2014-12-26,SMANEG
2014-12-27,SMANEG
2014-12-28,SMANEG
2014-12-29,MEDNEG
2014-12-30,BIGNEG
2014-12-31,SMAPOS
2015-01-01,SMAPOS
2015-01-02,BIGNEG
2015-01-03,BIGNEG
2015-01-04,BIGNEG
2015-01-05,BIGNEG
2015-01-06,BIGPOS
2015-01-07,BIGPOS
2015-01-08,BIGNEG
2015-01-09,MEDNEG
2015-01-10,MEDNEG
2015-01-11,MEDNEG
2015-01-12,MEDNEG
2015-01-13,BIGNEG
2015-01-14,MEDNEG
2015-01-15,BIGPOS
2015-01-16,SMAPOS
2015-01-17,SMAPOS
2015-01-18,SMAPOS
2015-01-19,SMAPOS
2015-01-20,MEDPOS
2015-01-21,BIGPOS
2015-01-22,BIGNEG
2015-01-23,SMAPOS
2015-01-24,SMAPOS
2015-01-25,SMAPOS
2015-01-26,BIGNEG
2015-01-27,BIGNEG
2015-01-28,BIGPOS
2015-01-29,BIGNEG
2015-01-30,BIGPOS
2015-01-31,BIGPOS
2015-02-01,BIGPOS
2015-02-02,BIGPOS
2015-02-03,SMAPOS
2015-02-04,BIGPOS
2015-02-05,MEDNEG
2015-02-06,MEDNEG
2015-02-07,MEDNEG
2015-02-08,MEDNEG
2015-02-09,BIGPOS
2015-02-10,SMANEG
2015-02-11,MEDPOS
2015-02-12,MEDPOS
2015-02-13,SMAPOS
2015-02-14,SMAPOS
2015-02-15,SMAPOS
2015-02-16,SMAPOS
2015-02-17,SMANEG
2015-02-18,MEDNEG
2015-02-19,BIGPOS
2015-02-20,SMANEG
2015-02-21,SMANEG
2015-02-22,SMANEG
2015-02-23,MEDPOS
2015-02-24,SMAPOS
2015-02-25,SMANEG
2015-02-26,MEDNEG
2015-02-27,BIGPOS
2015-02-28,BIGPOS
2015-03-01,BIGPOS
2015-03-02,MEDNEG
2015-03-03,MEDNEG
2015-03-04,MEDPOS
2015-03-05,BIGNEG
2015-03-06,BIGPOS
2015-03-07,BIGPOS
2015-03-08,BIGPOS
2015-03-09,BIGNEG
2015-03-10,MEDNEG
2015-03-11,BIGPOS
2015-03-12,BIGNEG
2015-03-13,BIGPOS
2015-03-14,BIGPOS
2015-03-15,BIGPOS
2015-03-16,BIGNEG
2015-03-17,BIGPOS
2015-03-18,MEDNEG
2015-03-19,BIGPOS
2015-03-20,SMANEG
2015-03-21,SMANEG
2015-03-22,SMANEG
2015-03-23,MEDNEG
2015-03-24,BIGNEG
2015-03-25,MEDNEG
2015-03-26,MEDPOS
2015-03-27,BIGPOS
2015-03-28,BIGPOS
2015-03-29,BIGPOS
2015-03-30,BIGNEG
2015-03-31,MEDNEG
2015-04-01,MEDPOS
2015-04-02,MEDPOS
2015-04-03,MEDPOS
2015-04-04,MEDPOS
2015-04-05,MEDPOS
2015-04-06,SMANEG
2015-04-07,SMAPOS
2015-04-08,MEDPOS
2015-04-09,MEDPOS
2015-04-10,MEDNEG
2015-04-11,MEDNEG
2015-04-12,MEDNEG
2015-04-13,MEDPOS
2015-04-14,MEDPOS
2015-04-15,SMANEG
2015-04-16,BIGNEG
2015-04-17,BIGPOS
2015-04-18,BIGPOS
2015-04-19,BIGPOS
2015-04-20,MEDNEG
2015-04-21,MEDPOS
2015-04-22,SMAPOS
2015-04-23,SMAPOS
2015-04-24,MEDNEG
2015-04-25,MEDNEG
2015-04-26,MEDNEG
2015-04-27,MEDPOS
2015-04-28,MEDNEG
2015-04-29,BIGNEG
2015-04-30,BIGPOS
2015-05-01,MEDPOS
2015-05-02,MEDPOS
2015-05-03,MEDPOS
2015-05-04,BIGNEG
2015-05-05,MEDNEG
2015-05-06,MEDPOS
2015-05-07,BIGPOS
2015-05-08,MEDNEG
2015-05-09,MEDNEG
2015-05-10,MEDNEG
2015-05-11,MEDNEG
2015-05-12,SMANEG
2015-05-13,BIGPOS
2015-05-14,SMAPOS
2015-05-15,SMAPOS
2015-05-16,SMAPOS
2015-05-17,SMAPOS
2015-05-18,SMAPOS
2015-05-19,MEDNEG
2015-05-20,SMAPOS
2015-05-21,MEDNEG
2015-05-22,BIGNEG
2015-05-23,BIGNEG
2015-05-24,BIGNEG
2015-05-25,BIGNEG
2015-05-26,MEDPOS
2015-05-27,MEDNEG
2015-05-28,MEDNEG
2015-05-29,MEDPOS
2015-05-30,MEDPOS
2015-05-31,MEDPOS
2015-06-01,MEDNEG
2015-06-02,MEDPOS
2015-06-03,BIGNEG
2015-06-04,MEDNEG
2015-06-05,MEDNEG
2015-06-06,MEDNEG
2015-06-07,MEDNEG
2015-06-08,SMANEG
2015-06-09,BIGPOS
2015-06-10,MEDPOS
2015-06-11,BIGNEG
2015-06-12,MEDNEG
2015-06-13,MEDNEG
2015-06-14,MEDNEG
2015-06-15,MEDPOS
2015-06-16,MEDPOS
2015-06-17,BIGPOS
2015-06-18,MEDNEG
2015-06-19,MEDPOS
2015-06-20,MEDPOS
2015-06-21,MEDPOS
2015-06-22,SMAPOS
2015-06-23,BIGNEG
2015-06-24,MEDNEG
2015-06-25,MEDPOS
2015-06-26,BIGNEG
2015-06-27,BIGNEG
2015-06-28,BIGNEG
2015-06-29,SMAPOS
2015-06-30,BIGPOS
2015-07-01,MEDNEG
2015-07-02,MEDNEG
2015-07-03,MEDNEG
2015-07-04,MEDNEG
2015-07-05,MEDNEG
2015-07-06,MEDPOS
2015-07-07,BIGNEG
2015-07-08,MEDPOS
2015-07-09,BIGPOS
2015-07-10,BIGPOS
2015-07-11,BIGPOS
2015-07-12,BIGPOS
2015-07-13,MEDPOS
2015-07-14,SMANEG
2015-07-15,MEDPOS
2015-07-16,MEDNEG
2015-07-17,SMAPOS
2015-07-18,SMAPOS
2015-07-19,SMAPOS
2015-07-20,BIGNEG
2015-07-21,MEDNEG
2015-07-22,MEDNEG
2015-07-23,BIGNEG
2015-07-24,MEDNEG
2015-07-25,MEDNEG
2015-07-26,MEDNEG
2015-07-27,BIGPOS
2015-07-28,MEDPOS
2015-07-29,SMANEG
2015-07-30,MEDNEG
2015-07-31,MEDNEG
2015-08-01,MEDNEG
2015-08-02,MEDNEG
2015-08-03,MEDNEG
2015-08-04,SMANEG
2015-08-05,MEDNEG
2015-08-06,MEDNEG
2015-08-07,BIGPOS
2015-08-08,BIGPOS
2015-08-09,BIGPOS
2015-08-10,BIGNEG
2015-08-11,SMANEG
2015-08-12,SMAPOS
2015-08-13,MEDPOS
2015-08-14,MEDPOS
2015-08-15,MEDPOS
2015-08-16,MEDPOS
2015-08-17,MEDNEG
2015-08-18,BIGNEG
2015-08-19,BIGNEG
2015-08-20,BIGNEG
2015-08-21,BIGNEG
2015-08-22,BIGNEG
2015-08-23,BIGNEG
2015-08-24,BIGNEG
2015-08-25,BIGPOS
2015-08-26,BIGPOS
2015-08-27,SMANEG
2015-08-28,MEDNEG
2015-08-29,MEDNEG
2015-08-30,MEDNEG
2015-08-31,BIGNEG
2015-09-01,BIGPOS
2015-09-02,SMAPOS
2015-09-03,BIGNEG
2015-09-04,BIGPOS
2015-09-05,BIGPOS
2015-09-06,BIGPOS
2015-09-07,BIGPOS
2015-09-08,BIGNEG
2015-09-09,MEDPOS
2015-09-10,MEDPOS
2015-09-11,MEDNEG
2015-09-12,MEDNEG
2015-09-13,MEDNEG
2015-09-14,BIGPOS
2015-09-15,BIGPOS
2015-09-16,MEDNEG
2015-09-17,BIGNEG
2015-09-18,BIGPOS
2015-09-19,BIGPOS
2015-09-20,BIGPOS
2015-09-21,BIGNEG
2015-09-22,MEDNEG
2015-09-23,MEDNEG
2015-09-24,MEDPOS
2015-09-25,BIGNEG
2015-09-26,BIGNEG
2015-09-27,BIGNEG
2015-09-28,MEDPOS
2015-09-29,BIGPOS
2015-09-30,SMANEG
2015-10-01,BIGPOS
2015-10-02,BIGPOS
2015-10-03,BIGPOS
2015-10-04,BIGPOS
2015-10-05,SMAPOS
2015-10-06,MEDPOS
2015-10-07,BIGPOS
2015-10-08,MEDPOS
2015-10-09,MEDPOS
2015-10-10,MEDPOS
2015-10-11,MEDPOS
2015-10-12,MEDNEG
2015-10-13,BIGNEG
2015-10-14,BIGPOS
2015-10-15,MEDPOS
2015-10-16,SMAPOS
2015-10-17,SMAPOS
2015-10-18,SMAPOS
2015-10-19,SMANEG
2015-10-20,MEDNEG
2015-10-21,BIGPOS
2015-10-22,BIGPOS
2015-10-23,SMANEG
2015-10-24,SMANEG
2015-10-25,SMANEG
2015-10-26,MEDNEG
2015-10-27,BIGPOS
2015-10-28,SMANEG
2015-10-29,MEDNEG
2015-10-30,BIGPOS
2015-10-31,BIGPOS
2015-11-01,BIGPOS
2015-11-02,MEDPOS
2015-11-03,MEDNEG
2015-11-04,SMANEG
2015-11-05,MEDPOS
2015-11-06,BIGNEG
2015-11-07,BIGNEG
2015-11-08,BIGNEG
2015-11-09,SMAPOS
2015-11-10,MEDNEG
2015-11-11,BIGNEG
2015-11-12,BIGNEG
2015-11-13,BIGPOS
2015-11-14,BIGPOS
2015-11-15,BIGPOS
2015-11-16,SMAPOS
2015-11-17,BIGPOS
2015-11-18,SMANEG
2015-11-19,MEDPOS
2015-11-20,MEDNEG
2015-11-21,MEDNEG
2015-11-22,MEDNEG
2015-11-23,SMAPOS
2015-11-24,SMAPOS
2015-11-25,SMANEG
2015-11-26,SMANEG
2015-11-27,MEDNEG
2015-11-28,MEDNEG
2015-11-29,MEDNEG
2015-11-30,BIGPOS
2015-12-01,BIGNEG
2015-12-02,BIGNEG
2015-12-03,BIGPOS
2015-12-04,MEDNEG
2015-12-05,MEDNEG
2015-12-06,MEDNEG
2015-12-07,BIGNEG
2015-12-08,MEDNEG
2015-12-09,MEDPOS
2015-12-10,BIGNEG
2015-12-11,MEDPOS
2015-12-12,MEDPOS
2015-12-13,MEDPOS
2015-12-14,BIGPOS
2015-12-15,BIGPOS
2015-12-16,BIGNEG
2015-12-17,BIGNEG
2015-12-18,BIGPOS
2015-12-19,BIGPOS
2015-12-20,BIGPOS
2015-12-21,BIGPOS
2015-12-22,BIGPOS
2015-12-23,MEDNEG
2015-12-24,SMANEG
2015-12-25,SMANEG
2015-12-26,SMANEG
2015-12-27,SMANEG
2015-12-28,BIGPOS
2015-12-29,MEDNEG
2015-12-30,BIGNEG
2015-12-31,BIGNEG
2016-01-01,BIGNEG
2016-01-02,BIGNEG
2016-01-03,BIGNEG
2016-01-04,SMAPOS
2016-01-05,BIGNEG
2016-01-06,BIGNEG
2016-01-07,BIGNEG
2016-01-08,MEDPOS
2016-01-09,MEDPOS
2016-01-10,MEDPOS
2016-01-11,MEDPOS
2016-01-12,BIGNEG
2016-01-13,BIGPOS
2016-01-14,BIGNEG
2016-01-15,SMAPOS
2016-01-16,SMAPOS
2016-01-17,SMAPOS
2016-01-18,SMAPOS
2016-01-19,BIGNEG
2016-01-20,MEDPOS
2016-01-21,BIGPOS
2016-01-22,BIGNEG
2016-01-23,BIGNEG
2016-01-24,BIGNEG
2016-01-25,BIGPOS
2016-01-26,BIGNEG
2016-01-27,BIGPOS
2016-01-28,BIGPOS
2016-01-29,SMANEG
2016-01-30,SMANEG
2016-01-31,SMANEG
2016-02-01,BIGNEG
2016-02-02,BIGPOS
2016-02-03,MEDPOS
2016-02-04,BIGNEG
2016-02-05,BIGNEG
2016-02-06,BIGNEG
2016-02-07,BIGNEG
2016-02-08,SMANEG
2016-02-09,MEDNEG
2016-02-10,BIGNEG
2016-02-11,BIGPOS
2016-02-12,BIGPOS
2016-02-13,BIGPOS
2016-02-14,BIGPOS
2016-02-15,BIGPOS
2016-02-16,BIGPOS
2016-02-17,MEDNEG
2016-02-18,SMANEG
2016-02-19,BIGPOS
2016-02-20,BIGPOS
2016-02-21,BIGPOS
2016-02-22,BIGNEG
2016-02-23,MEDPOS
2016-02-24,BIGPOS
2016-02-25,MEDNEG
2016-02-26,MEDNEG
2016-02-27,MEDNEG
2016-02-28,MEDNEG
2016-02-29,BIGPOS
2016-03-01,MEDPOS
2016-03-02,MEDPOS
2016-03-03,MEDPOS
2016-03-04,MEDPOS
2016-03-05,MEDPOS
2016-03-06,MEDPOS
2016-03-07,MEDNEG
2016-03-08,MEDPOS
2016-03-09,SMANEG
2016-03-10,BIGPOS
2016-03-11,SMAPOS
2016-03-12,SMAPOS
2016-03-13,SMAPOS
2016-03-14,SMAPOS
2016-03-15,MEDPOS
2016-03-16,BIGPOS
2016-03-17,MEDPOS
2016-03-18,SMAPOS
2016-03-19,SMAPOS
2016-03-20,SMAPOS
2016-03-21,MEDNEG
2016-03-22,MEDNEG
2016-03-23,SMAPOS
2016-03-24,SMAPOS
2016-03-25,SMAPOS
2016-03-26,SMAPOS
2016-03-27,SMAPOS
2016-03-28,MEDPOS
2016-03-29,MEDPOS
2016-03-30,MEDNEG
2016-03-31,MEDPOS
2016-04-01,MEDNEG
2016-04-02,MEDNEG
2016-04-03,MEDNEG
2016-04-04,BIGNEG
2016-04-05,MEDPOS
2016-04-06,BIGNEG
2016-04-07,MEDPOS
2016-04-08,SMANEG
2016-04-09,SMANEG
2016-04-10,SMANEG
2016-04-11,BIGPOS
2016-04-12,BIGPOS
2016-04-13,SMAPOS
2016-04-14,MEDNEG
2016-04-15,MEDPOS
2016-04-16,MEDPOS
2016-04-17,MEDPOS
2016-04-18,MEDPOS
2016-04-19,MEDPOS
2016-04-20,MEDNEG
2016-04-21,SMAPOS
2016-04-22,SMANEG
2016-04-23,SMANEG
2016-04-24,SMANEG
2016-04-25,SMAPOS
2016-04-26,MEDPOS
2016-04-27,BIGNEG
2016-04-28,MEDNEG
2016-04-29,MEDPOS
2016-04-30,MEDPOS
2016-05-01,MEDPOS
2016-05-02,BIGNEG
2016-05-03,MEDNEG
2016-05-04,SMAPOS
2016-05-05,MEDPOS
2016-05-06,MEDNEG
2016-05-07,MEDNEG
2016-05-08,MEDNEG
2016-05-09,BIGPOS
2016-05-10,BIGNEG
2016-05-11,SMAPOS
2016-05-12,BIGNEG
2016-05-13,BIGPOS
2016-05-14,BIGPOS
2016-05-15,BIGPOS
2016-05-16,BIGNEG
2016-05-17,SMANEG
2016-05-18,MEDNEG
2016-05-19,MEDPOS
2016-05-20,SMANEG
2016-05-21,SMANEG
2016-05-22,SMANEG
2016-05-23,BIGPOS
2016-05-24,BIGPOS
2016-05-25,SMANEG
2016-05-26,MEDPOS
2016-05-27,MEDNEG
2016-05-28,MEDNEG
2016-05-29,MEDNEG
2016-05-30,MEDNEG
2016-05-31,SMAPOS
2016-06-01,MEDPOS
2016-06-02,MEDNEG
2016-06-03,MEDPOS
2016-06-04,MEDPOS
2016-06-05,MEDPOS
2016-06-06,SMAPOS
2016-06-07,MEDPOS
2016-06-08,SMANEG
2016-06-09,MEDNEG
2016-06-10,BIGNEG
2016-06-11,BIGNEG
2016-06-12,BIGNEG
2016-06-13,MEDNEG
2016-06-14,MEDNEG
2016-06-15,MEDPOS
2016-06-16,MEDNEG
2016-06-17,BIGPOS
2016-06-18,BIGPOS
2016-06-19,BIGPOS
2016-06-20,SMAPOS
2016-06-21,MEDNEG
2016-06-22,BIGPOS
2016-06-23,BIGNEG
2016-06-24,BIGNEG
2016-06-25,BIGNEG
2016-06-26,BIGNEG
2016-06-27,BIGPOS
2016-06-28,BIGPOS
2016-06-29,BIGPOS
2016-06-30,SMAPOS
2016-07-01,MEDNEG
2016-07-02,MEDNEG
2016-07-03,MEDNEG
2016-07-04,MEDNEG
2016-07-05,MEDPOS
2016-07-06,SMANEG
2016-07-07,BIGPOS
2016-07-08,MEDPOS
2016-07-09,MEDPOS
2016-07-10,MEDPOS
2016-07-11,MEDPOS
2016-07-12,SMAPOS
2016-07-13,BIGPOS
2016-07-14,SMAPOS
2016-07-15,SMAPOS
2016-07-16,SMAPOS
2016-07-17,SMAPOS
2016-07-18,SMAPOS
2016-07-19,MEDPOS
2016-07-20,MEDNEG
2016-07-21,MEDPOS
2016-07-22,MEDNEG
2016-07-23,MEDNEG
2016-07-24,MEDNEG
2016-07-25,SMANEG
